School ID,School Short Name,School Name,Street Address_x,City_x,State_x,ZIP,Website_x,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,Growth Overall Level,Growth EXPLORE,Growth PLAN,Growth ACT,Growth All Grades,Student Performance Level,Over Time EXPLORE 2010,Over Time PLAN 2011,Over Time ACT 2012,Average Score EXPLORE 2012,Average Score PLAN 2012,Average Score ACT 2012,5-Year Cohort Graduation Rate 2011 - Percent,5-Year Cohort Graduation Rate 2012 - Percent,One-Year Dropout Rate 2011 - Percent,One-Year Dropout Rate 2012 - Percent,Freshman On-Track to Graduate 2011 - Percent,Freshman On-Track to Graduate 2012 - Percent,College Eligibility 2011 - Percent,College Eligibility 2012 - Percent,College Enrollment 2011 - Percent,College Enrollment 2012 - Percent,College Retention 2009 - Percent,College Retention 2010 - Percent,Overall Foundation,Involved Families,Supportive Environment_x,Ambitious Instruction_x,Effective Leaders_x,Collaborative Teachers_x,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award_x,Blue Ribbon Award Year,X Coordinate_x,Y Coordinate_x,Longitude_x,Latitude_x,Location_x,Name of School,Street Address_y,City_y,State_y,ZIP Code,Phone Number,Website_y,Blue Ribbon Award_y,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment_y,Ambitious Instruction_y,Effective Leaders_y,Collaborative Teachers_y,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate_y,Y Coordinate_y,Longitude_y,Latitude_y,Location_y
609730,Senn HS,Nicholas Senn High School,5900 N Glenwood Ave,Chicago,IL,60660,http://www.sennhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,Yes,9,Above Average,62.7,69.6,56.0,63.5,Below Average,13.35,14.14,16.5,14.2,14.53,16.5,40.1,47.9,12.8,9.2,79.8,82.8,17.5,14.2,54.4,50.7,80.2,69.4,Organized,Neutral,Neutral,Strong,Strong,Neutral,Neutral,15.5,18.0,2.5,2.4,81.7,86.3,96.4,96.7,Pending,,,1165871.81,1939308.369,-87.66526222,41.98905063,"(-87.66526222, 41.98905063)",Nicholas Senn High School,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2365,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,52.0,71.1,STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,95.0,29.0,84.0,38.0,50.0,32.0,30.0,16.5,16.0,14.4,14.5,17.3,84.0,82.8,51.3,49.7,54.4,47.9,53.2,47.2,64.2,70.8,30.8,49.5,7.1,18.0,2.3,2.4,91.0,86.3,96.4,96.7,,5.5,9.2,1165871.81,1939308.369,41.98905063,-87.66526222,"(-87.66526222, 41.98905063)"
610357,Spry HS,Spry Community Links High School,2400 S Marshall Blvd,Chicago,IL,60623,http://www.comlinkshs.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Below Average,61.3,40.6,,50.8,Below Average,14.32,15.91,17.5,14.67,16.16,17.5,73.7,87.1,2.1,0.8,92.8,100.0,35.0,39.6,65.2,52.6,,68.8,Well-organized,Neutral,Strong,Very Strong,Strong,Neutral,Strong,46.9,24.5,2.5,3.5,95.6,94.0,95.7,96.6,No,,,1157044.911,1887895.675,-87.69912725,41.84815451,"(-87.69912725, 41.84815451)",Spry Community Links High School,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1997,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,96.8,100.0,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,68.0,29.0,27.0,24.0,26.0,29.0,21.0,14.8,15.8,14.8,16.2,16.8,85.5,100.0,86.7,71.0,81.0,87.1,54.4,55.3,71.4,66.7,24.5,18.2,45.9,24.5,2.6,3.5,91.4,94.1,95.6,96.6,,0.5,0.8,1157044.911,1887895.675,41.84815451,-87.69912725,"(-87.69912725, 41.84815451)"
609710,Harlan HS,John M Harlan Community Academy High School,9652 S Michigan Ave,Chicago,IL,60628,http://www.harlanfalcons.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 3,Yes,17,Average,55.2,54.1,53.7,54.2,Far Below Average,13.52,13.75,15.1,12.82,13.67,15.1,47.9,48.3,12.6,10.3,64.4,43.9,5.9,8.2,55.7,58.0,63.9,60.9,Not Yet Organized,Weak,Weak,Neutral,Weak,Weak,Weak,30.8,33.0,4.3,4.5,81.2,70.5,94.4,95.3,No,,,1178815.804,1840781.935,-87.62066069,41.71840075,"(-87.62066069, 41.71840075)",John M Harlan Community Academy High School,9652 S Michigan Ave,Chicago,IL,60628,(773) 535-5400,http://www.harlan.cps.k12.il.us,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,65.8,64.2,NEUTRAL,WEAK,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT CERTIFIED,INCOMPLETE DATA,0.0,,,,,,0.0,,,,,,,,66.0,,,,,,,66.0,,,,,,,,,6.0,41.0,0.0,27.0,7.0,6.0,9.0,8.0,13.0,13.8,13.4,13.7,14.9,49.5,43.9,44.2,43.7,49.6,48.3,54.4,57.8,61.2,62.6,55.7,75.6,26.6,33.0,4.2,4.5,71.1,70.5,94.9,95.3,56.5,12.5,10.3,1178815.804,1840781.935,41.71840075,-87.62066069,"(-87.62066069, 41.71840075)"
609725,Morgan Park HS,Morgan Park High School,1744 W Pryor Ave,Chicago,IL,60643,http://www.morganparkcps.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 3,Yes,1,Average,52.2,54.7,64.3,57.1,Below Average,14.63,15.89,18.1,14.62,16.08,18.1,80.0,80.4,1.9,3.8,73.3,63.4,33.6,24.7,78.5,77.1,79.1,73.5,Partially Organized,Neutral,Weak,Neutral,Weak,Neutral,Weak,38.1,46.1,4.0,4.5,84.2,83.0,94.6,95.0,No,,,1166609.57,1831085.382,-87.66564309,41.69206041,"(-87.66564309, 41.69206041)",Morgan Park High School,1744 W Pryor Ave,Chicago,IL,60643,(773) 535-2550,http://www.morganparkcps.org/,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,77.1,78.7,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,66.0,,,,,56.0,69.0,1.0,,,,,1.0,13.0,94.0,,,,,,94.0,91.0,96.0,,,,,,92.0,92.0,67.0,92.0,29.0,42.0,34.0,32.0,37.0,34.0,15.7,16.6,14.6,16.1,18.2,74.7,63.4,78.6,74.7,79.9,80.4,70.4,75.3,81.2,74.9,40.4,40.0,27.7,46.1,3.0,4.5,86.4,83.0,93.5,95.0,63.9,2.8,3.8,1166609.57,1831085.382,41.69206041,-87.66564309,"(-87.66564309, 41.69206041)"
610304,Phoenix Military HS,Phoenix Military Academy High School,145 S Campbell Ave,Chicago,IL,60612,http://www.phoenixmilitary.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Above Average,56.5,72.7,52.2,61.9,Below Average,15.04,15.88,18.9,15.39,16.6,18.9,74.8,77.8,0.7,3.6,74.1,81.6,33.9,34.9,51.3,46.6,,54.3,Well-organized,Strong,Strong,Very Strong,Very Strong,Strong,Neutral,87.4,94.8,1.8,1.9,92.1,93.3,97.4,97.3,No,,,1159815.389,1899102.492,-87.68865058,41.87885054,"(-87.68865058, 41.87885054)",Phoenix Military Academy High School,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7275,http://www.phoenixmilitary.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,99.5,96.7,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,83.0,3.0,50.0,41.0,44.0,38.0,40.0,16.4,16.7,15.3,16.6,18.8,94.0,81.6,81.0,75.8,81.5,77.8,50.0,45.8,58.3,54.2,21.1,33.1,100.0,94.8,1.6,1.9,95.7,93.3,97.7,97.3,,0.5,3.6,1159815.389,1899102.492,41.87885054,-87.68865058,"(-87.68865058, 41.87885054)"
609691,North-grand HS,North-Grand High School,4338 W Wabansia Ave,Chicago,IL,60639,http://www.northgrandhs.cps.k12.il.us,West Side High School Network,West Side High School Network,Standard,Level 3,Yes,5,Average,50.0,61.1,58.9,56.5,Far Below Average,13.32,14.18,15.4,13.51,14.48,15.4,69.7,65.9,2.5,5.1,81.3,76.4,15.8,17.2,41.3,52.5,55.4,57.8,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,31.3,65.4,2.4,4.0,88.6,85.7,95.6,96.1,No,,,1147041.135,1910981.274,-87.73525151,41.91170094,"(-87.73525151, 41.91170094)",North-Grand High School,4338 W Wabansia Ave,Chicago,IL,60639,(773) 534-8520,http://www.cps.edu,,LEVEL 2,ON PROBATION,6.0,MODERATELY ORGANIZED,94.3,100.0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,16.0,14.0,12.0,13.0,15.0,13.6,14.3,12.8,14.5,15.9,90.4,76.4,74.4,72.2,75.9,65.9,53.7,51.1,61.7,58.8,63.7,22.7,56.7,65.4,2.9,4.0,88.1,85.7,94.9,96.1,,3.1,5.1,1147041.135,1910981.274,41.91170094,-87.73525151,"(-87.73525151, 41.91170094)"
609754,Chgo Military Acad HS,Chicago Military Academy High School,3519 S Giles Ave,Chicago,IL,60653,http://www.chicagomilitaryacademy.org,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,1,Far Above Average,57.8,76.3,65.5,68.0,Below Average,14.75,15.65,18.0,14.44,15.63,18.0,83.6,68.5,5.1,9.1,88.1,93.4,24.4,19.8,69.3,57.7,63.9,80.3,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Neutral,39.8,22.2,2.6,2.2,90.3,89.7,95.6,96.2,No,,,1178881.169,1881647.166,-87.61917837,41.83053768,"(-87.61917837, 41.83053768)",Chicago Military Academy High School,3519 S Giles Ave,Chicago,IL,60653,(773) 534-9750,http://www.chicagomilitaryacademy.org/,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,74.9,69.0,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,88.0,29.0,73.0,32.0,31.0,35.0,32.0,15.6,16.5,14.4,15.6,17.9,97.8,93.4,75.9,77.0,81.6,68.5,58.6,59.0,77.8,81.8,112.6,147.7,25.2,22.2,2.2,2.2,90.0,89.7,95.8,96.1,,2.5,9.1,1178881.169,1881647.166,41.83053768,-87.61917837,"(-87.61917837, 41.83053768)"
610390,Rickover HS,Hyman G Rickover Naval Academy High School,5900 N Glenwood Ave,Chicago,IL,60660,http://www.rickovernaval.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,50.0,64.4,57.5,57.6,Below Average,15.19,15.84,18.5,15.25,16.31,18.5,63.0,72.1,3.5,2.2,90.7,88.3,23.4,19.2,63.5,63.6,72.3,58.8,Organized,Strong,Strong,Neutral,Neutral,Neutral,Strong,11.3,11.0,3.0,1.9,92.9,93.3,95.9,95.9,Pending,,,1165871.81,1939308.369,-87.66526222,41.98905063,"(-87.66526222, 41.98905063)",Hyman G Rickover Naval Academy High School,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2890,http://www.rickovernaval.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,77.1,80.0,STRONG,STRONG,STRONG,NEUTRAL,WEAK,STRONG,STRONG,STRONG,STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,76.0,29.0,84.0,43.0,46.0,43.0,41.0,16.5,17.0,15.4,16.3,18.7,94.0,88.3,70.1,63.2,71.4,72.1,58.6,65.4,79.3,60.6,17.0,18.8,10.0,11.0,2.3,1.9,92.9,93.3,95.7,95.9,,0.8,2.2,1165871.81,1939308.369,41.98905063,-87.66526222,"(-87.66526222, 41.98905063)"
609695,Amundsen HS,Roald Amundsen High School,5110 N Damen Ave,Chicago,IL,60625,http://www.amundsenhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 3,Yes,3,Above Average,47.5,65.2,66.3,60.0,Below Average,13.84,14.73,16.8,14.22,14.96,16.8,64.6,65.1,6.9,6.0,72.2,73.8,16.0,22.5,49.1,54.4,69.6,64.8,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,69.5,89.1,4.5,4.4,81.1,82.4,95.9,95.6,No,,,1162034.157,1934187.196,-87.67952139,41.97507922,"(-87.67952139, 41.97507922)",Roald Amundsen High School,5110 N Damen Ave,Chicago,IL,60625,(773) 534-2320,http://www.amundsen.cps.k12.il.us,,LEVEL 2,ON PROBATION,4.0,PARTIALLY ORGANIZED,75.3,82.8,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,24.0,1.0,21.0,21.0,28.0,20.0,20.0,15.0,15.1,13.9,15.0,16.5,73.6,73.8,71.7,75.1,78.6,65.1,48.6,53.4,62.1,64.4,15.3,12.0,32.0,89.1,2.9,4.4,88.5,82.4,95.9,95.6,,2.8,6.0,1162034.157,1934187.196,41.97507922,-87.67952139,"(-87.67952139, 41.97507922)"
609734,Taft HS,William Howard Taft High School,6530 W Bryn Mawr Ave,Chicago,IL,60631,,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,48.0,63.4,65.7,58.8,Below Average,15.46,16.67,18.4,15.48,16.71,18.4,67.4,73.5,2.0,3.5,77.3,73.1,32.3,29.9,62.2,66.6,81.0,79.0,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,36.7,40.1,2.6,2.4,89.1,89.3,96.1,95.8,No,,,1131556.247,1936856.822,-87.7915383,41.98298852,"(-87.7915383, 41.98298852)",William Howard Taft High School,6530 W Bryn Mawr Ave,Chicago,IL,60631,(773) 534-1000,http://www.tafths.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,86.2,93.0,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EXCELLING,90.0,,,,,59.0,99.0,20.0,,,,,11.0,60.0,99.0,,,,,,97.0,99.0,99.0,,,,,,98.0,99.0,81.0,83.0,50.0,79.0,47.0,53.0,46.0,42.0,16.9,17.2,16.1,16.7,18.8,82.9,73.1,75.8,71.6,77.8,73.5,59.9,63.9,76.3,79.4,15.4,17.2,32.4,40.1,2.9,2.4,90.5,89.3,95.1,95.8,85.8,2.0,3.5,1131556.247,1936856.822,41.98298852,-87.7915383,"(-87.7915383, 41.98298852)"
610383,Greater Lawndale HS,Greater Lawndale High School For Social Justice,3120 S Kostner Ave,Chicago,IL,60623,http://sj.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 2,No,0,Average,49.4,61.6,,56.0,Below Average,13.91,14.67,16.2,14.45,15.54,16.2,67.0,70.9,3.0,2.5,87.4,83.0,14.9,26.2,57.4,47.1,71.4,72.7,Moderately Organized,Neutral,Neutral,Strong,Neutral,Weak,Neutral,68.7,59.0,3.0,3.9,87.5,88.9,95.1,94.4,No,,,1147521.302,1883405.128,-87.73419465,41.83601953,"(-87.73419465, 41.83601953)",Greater Lawndale High School For Social Justice,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4300,http://www.lvlhs.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,94.9,96.0,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,76.0,61.0,50.0,20.0,13.0,22.0,24.0,14.0,15.1,14.5,15.5,16.9,93.1,83.0,69.3,69.7,77.0,70.9,54.2,46.4,53.8,74.4,18.8,31.6,61.3,59.0,2.8,3.9,91.9,88.9,94.5,94.4,,0.3,2.5,1147521.302,1883405.128,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
400091,Chicago Tech Academy,Chicago Technology Academy High School,1301 W 14th St,Chicago,IL,60608,http://www.chicagotechacademy.org,Charter/Contract Schools,West Side High School Network,Nonstandard,Not Enough Data,No,0,Not Enough Data,,,,,Far Below Average,13.38,15.17,15.0,13.0,13.66,15.0,,,8.1,6.2,,,,,,,,,Not Yet Organized,Very Weak,Neutral,Neutral,Weak,Weak,Neutral,83.0,90.3,2.7,2.0,87.5,84.2,,,No,,,1167895.908,1893487.722,-87.65914247,41.86327277,"(-87.65914247, 41.86327277)",Chicago Technology Academy High School,1301 W 14th St,Chicago,IL,60608,(773) 534-7755,http://www.chicagotechacademy.org/,,LEVEL 3,ON PROBATION,1.0,ORGANIZED,73.2,86.7,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,88.0,5.0,21.0,18.0,22.0,15.0,9.0,14.8,14.6,13.4,13.7,14.9,,,55.0,,,,,,,,83.1,334.7,43.6,90.3,2.9,2.0,86.1,84.2,,,,6.6,6.2,1167895.908,1893487.722,41.86327277,-87.65914247,"(-87.65914247, 41.86327277)"
609724,Mather HS,Stephen T Mather High School,5835 N Lincoln Ave,Chicago,IL,60659,http://www.matherhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,55.8,68.8,65.5,63.2,Below Average,14.96,15.59,16.7,14.23,15.53,16.7,56.2,60.9,9.0,6.7,59.0,63.1,24.6,20.3,57.4,64.2,80.0,69.4,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,66.0,91.5,3.1,2.8,87.6,88.7,96.5,96.4,Pending,,,1155766.152,1938701.409,-87.70244871,41.9875954,"(-87.70244871, 41.9875954)",Stephen T Mather High School,5835 N Lincoln Ave,Chicago,IL,60659,(773) 534-2350,http://www.matherhs.org/,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,65.3,74.6,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,50.0,3.0,66.0,29.0,31.0,28.0,26.0,15.2,15.8,14.8,15.5,17.0,71.5,63.1,61.2,59.4,66.6,60.9,57.7,64.9,69.7,70.4,28.3,23.4,89.8,91.5,2.4,2.8,87.5,88.7,95.3,96.4,,0.1,6.7,1155766.152,1938701.409,41.9875954,-87.70244871,"(-87.70244871, 41.9875954)"
609726,Brooks HS,Gwendolyn Brooks College Preparatory Academy HS,250 E 111th St,Chicago,IL,60628,http://www.brookscollegeprep.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 1,No,0,Far Above Average,65.7,67.8,69.4,67.7,Average,18.1,18.79,21.8,19.05,19.23,21.8,88.1,88.2,1.8,0.9,90.3,92.6,51.1,58.0,87.9,85.8,87.2,82.9,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Strong,,8.6,,3.7,87.1,90.1,95.2,95.3,No,,,1180061.781,1831459.213,-87.61638144,41.69278956,"(-87.61638144, 41.69278956)",Gwendolyn Brooks College Preparatory Academy HS,250 E 111th St,Chicago,IL,60628,(773) 535-9930,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,MODERATELY ORGANIZED,79.8,60.4,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,88.0,8.0,42.0,81.0,86.0,84.0,74.0,19.3,20.2,18.2,19.2,21.8,95.9,92.6,83.8,84.7,85.7,88.2,80.1,85.3,90.7,86.4,8.2,1.5,84.7,8.6,3.6,3.7,88.9,90.1,94.4,95.3,,0.8,0.9,1180061.781,1831459.213,41.69278956,-87.61638144,"(-87.61638144, 41.69278956)"
609738,Lincoln Park HS,Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614,http://www.lincolnparkhs.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Above Average,50.5,59.3,71.1,59.5,Above Average,17.89,19.05,22.3,18.06,19.36,22.3,77.9,73.1,1.5,3.5,74.4,76.5,53.6,54.0,75.5,81.0,80.3,83.5,Organized,Strong,Neutral,Strong,Weak,Neutral,Strong,51.7,38.6,2.5,3.3,84.6,86.3,96.0,95.6,No,,,1171322.336,1913569.392,-87.64597389,41.91830362,"(-87.64597389, 41.91830362)",Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614,(773) 534-8130,http://www.lincolnparkhs.org/,,LEVEL 1,NOT ON PROBATION,,ORGANIZED,82.2,48.8,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,59.0,13.0,50.0,77.0,72.0,80.0,77.0,18.2,19.8,18.2,19.4,22.1,84.1,76.5,77.9,77.7,82.6,73.1,71.2,79.5,84.6,85.1,22.4,20.8,34.7,38.6,3.2,3.3,87.3,86.3,94.8,95.6,,1.9,3.5,1171322.336,1913569.392,41.91830362,-87.64597389,"(-87.64597389, 41.91830362)"
610297,School Of Leadrshp HS,High School of Leadership at South Shore,7627 S Constance Ave,Chicago,IL,60649,,South Side High School Network,South Side High School Network,Standard,Level 3,Yes,7,Below Average,,52.7,47.1,49.4,Far Below Average,11.65,13.07,13.9,,13.53,13.9,36.6,42.6,21.4,11.2,48.8,,12.2,6.1,68.8,55.3,57.7,42.1,Not Yet Organized,Weak,Weak,Neutral,Neutral,Weak,Weak,56.8,53.9,3.4,3.2,72.0,70.9,95.2,93.9,No,,,1189903.206,1854648.757,-87.57960727,41.75619362,"(-87.57960727, 41.75619362)",High School of Leadership at South Shore,7627 S Constance Ave,Chicago,IL,60649,(773) 535-6190,http://www.cps.edu,,LEVEL 3,ON PROBATION,8.0,PARTIALLY ORGANIZED,66.8,78.1,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,50.0,7.0,,,7.0,,,11.9,13.5,14.4,,,39.2,34.7,47.1,42.6,43.2,49.0,37.9,41.0,103.7,107.5,76.7,53.9,2.8,3.2,74.7,70.9,92.0,93.9,,9.3,11.2,1189903.206,1854648.757,41.75619362,-87.57960727,"(-87.57960727, 41.75619362)"
